time,strength,intensity,lane,centroidHz
98.6453,0.2778,2,3,5994.0
98.7413,0.285,2,3,5451.6
98.7947,0.3038,2,3,5594.2
98.8907,0.2832,2,3,5403.6
98.944,0.2757,2,3,5735.1
98.9973,0.277,2,3,5530.0
99.0933,0.2957,2,3,5723.0
99.1467,0.2674,2,3,5386.8
99.2427,0.3025,2,3,5045.8
99.3387,0.2309,1,3,5121.8
99.4453,0.3055,2,3,5168.9
99.5413,0.2742,2,3,5271.2
99.5947,0.2213,1,3,5666.7
99.6907,0.2292,1,3,5530.5
99.744,0.2546,2,3,5372.6
99.84,0.2183,1,3,5587.6
99.9147,0.2355,1,3,5789.9
100.0427,0.2114,1,3,5878.0
100.096,0.2327,1,3,6085.6
100.192,0.2053,1,3,6355.2
100.2453,0.2115,1,3,6402.6
100.5013,0.2453,1,3,6312.6
100.5973,0.3332,2,3,5988.7
100.6933,0.3372,2,3,5527.7
103.9467,0.2668,2,1,2607.2
104.0853,0.3146,2,2,3706.1
104.2133,0.2936,2,2,3461.3
104.352,0.3238,2,1,2675.9
104.448,0.1159,1,1,2372.5
104.6187,0.2431,1,1,2848.9
104.7573,0.0844,1,0,1506.7
104.8853,0.1995,1,1,2786.2
105.0133,0.2363,1,2,3929.7
105.152,0.2994,2,1,2552.0
105.248,0.1397,1,1,2424.9
105.4187,0.1516,1,1,3127.0
105.5467,0.4513,2,3,4854.0
105.6747,0.4295,2,3,5008.1
105.8133,0.4587,2,3,4792.9
105.9413,0.4056,2,3,4936.6
106.08,0.2853,2,3,4643.1
106.208,0.3176,2,3,5601.0
106.3467,0.278,2,3,6917.6
106.4747,0.296,2,3,8330.3
106.6133,0.4086,2,3,5130.2
106.7413,0.5537,3,3,4532.2
106.88,0.6473,3,2,4308.0
107.008,0.4741,2,3,4637.7
107.1467,0.8808,4,3,4499.0
107.2853,0.4086,2,3,4423.4
107.4133,0.6331,3,3,4393.2
107.5413,0.5849,3,3,4702.4
107.68,0.3443,2,1,2536.5
107.808,0.5427,3,1,3188.9
107.9467,0.7777,4,2,3894.2
108.0747,0.3332,2,1,2738.7
108.2133,0.7211,3,1,3162.8
108.3413,0.8043,4,2,4021.6
108.48,0.324,2,1,2492.7
108.608,0.6092,3,1,3275.2
108.7467,0.7833,4,2,3943.0
108.8747,0.4591,2,1,2759.0
109.0133,0.727,3,1,3090.4
109.1413,0.8361,4,2,3978.8
109.28,0.3555,2,1,2461.6
109.408,0.6209,3,1,3136.8
109.5467,0.8054,4,2,3973.7
109.6747,0.3602,2,1,2750.7
109.8133,0.7105,3,1,3131.0
109.9413,0.8105,4,2,4237.8
110.08,0.4948,2,2,4054.6
110.208,0.6579,3,2,3498.9
110.3467,0.7956,4,2,3946.7
110.4747,0.4916,2,1,2772.2
110.6133,0.7271,3,1,3079.7
110.7413,0.8659,4,2,4010.7
110.88,0.3593,2,1,2436.6
111.008,0.6621,3,1,3155.1
111.1467,0.8021,4,2,3922.2
111.2747,0.413,2,1,2706.0
111.4133,0.7399,3,1,3183.1
111.5413,0.8595,4,2,4024.2
111.68,0.338,2,1,2523.1
111.808,0.6643,3,1,3213.8
111.9467,0.8067,4,2,3948.8
112.0747,0.5004,3,1,2753.2
112.2133,0.7424,3,1,3096.1
112.3413,0.8779,4,2,4018.0
112.48,0.3655,2,1,2419.2
112.608,0.7033,3,2,3563.5
112.7467,0.8551,4,2,3937.2
112.8747,0.3551,2,1,2685.5
113.0133,0.7875,4,2,3407.9
113.1413,0.8652,4,2,4309.3
113.28,0.3839,2,1,3140.0
113.5467,0.8207,4,2,4062.2
113.6747,0.4539,2,2,3406.5
113.8133,0.7374,3,2,3570.4
113.9413,0.7775,4,2,3860.8
114.08,0.4363,2,2,3494.0
114.208,0.6825,3,2,3668.8
114.3467,0.8369,4,2,4248.7
114.4747,0.4671,2,2,3622.1
114.6133,0.7844,4,2,3679.4
114.7413,0.879,4,2,4218.3
114.88,0.3954,2,2,3487.1
115.008,0.7075,3,2,3774.3
115.1467,0.8331,4,2,4276.6
115.2747,0.5528,3,2,3508.4
115.4133,0.7853,4,2,3604.5
115.5413,0.8935,4,2,4259.8
115.68,0.4333,2,2,3452.9
115.808,0.7022,3,2,3640.3
115.9467,0.8429,4,2,4257.8
116.0747,0.47,2,2,3615.4
116.2133,0.7845,4,2,3659.1
116.3413,0.8679,4,2,4327.6
116.48,0.4894,2,2,3857.7
116.608,0.688,3,2,3719.5
116.7467,0.829,4,2,4287.4
116.8747,0.538,3,2,3527.4
117.0133,0.7805,4,2,3578.1
117.1413,0.8776,4,2,4246.5
117.28,0.4306,2,2,3477.7
117.408,0.6558,3,2,3672.3
117.5467,0.8307,4,2,4240.8
117.6747,0.4201,2,2,3615.6
117.8133,0.7715,4,2,3691.0
117.9413,0.8001,4,2,4252.5
118.08,0.3764,2,2,3548.6
118.208,0.5945,3,2,3863.9
118.3467,0.3325,2,1,3015.6
118.4853,0.3798,2,2,3826.3
118.6133,0.299,2,2,3976.9
118.752,0.3686,2,2,3771.6
118.8907,0.1872,1,2,4376.6
119.0187,0.2953,2,3,4790.4
119.1573,0.2112,1,3,5861.4
119.2853,0.3521,2,3,6984.2
119.424,0.2076,1,1,2762.9
119.552,0.5286,3,2,3918.4
119.68,0.5864,3,2,4013.4
119.8187,0.5628,3,2,3998.8
119.9467,0.7151,3,3,4856.0
120.0853,0.4488,2,3,4411.0
120.2133,0.7863,4,3,4456.5
120.3413,0.6129,3,3,4790.8
120.48,0.5688,3,2,3863.1
120.608,0.6159,3,2,3754.7
120.7467,0.8021,4,2,4235.6
120.8747,0.6263,3,2,3756.5
121.0133,0.9184,4,2,3862.2
121.1413,0.8218,4,2,4295.9
121.28,0.3605,2,2,3656.2
121.408,0.7939,4,2,3996.6
121.5467,0.8096,4,2,4271.4
121.6747,0.5303,3,2,3527.1
121.8133,0.961,4,2,4077.9
121.9413,0.8581,4,2,4303.6
122.08,0.5955,3,2,3844.5
122.208,0.6623,3,2,3705.8
122.3467,0.8327,4,2,4230.6
122.4747,0.6734,3,2,3577.3
122.6133,0.9063,4,2,3948.7
122.7413,0.8263,4,3,4468.0
122.88,0.4862,2,3,4641.3
123.008,0.8077,4,2,4170.7
123.1467,0.8207,4,2,4277.0
123.2747,0.6262,3,2,3473.4
123.4133,0.9521,4,2,4057.2
123.5413,0.8636,4,2,4325.4
123.68,0.5915,3,2,3841.4
123.808,0.6702,3,2,3690.2
123.9467,0.8144,4,2,4242.4
124.0747,0.6881,3,2,3785.0
124.2133,0.9358,4,2,3975.8
124.3413,0.8648,4,2,4295.8
124.48,0.3788,2,2,3560.6
124.608,0.8263,4,2,3942.5
124.7467,0.8263,4,2,4272.5
124.8747,0.6506,3,2,3730.4
125.0133,0.9754,4,2,3971.1
125.1413,0.861,4,2,4316.6
125.28,0.6085,3,2,3820.0
125.408,0.7149,3,2,3953.4
125.5467,0.8565,4,2,4240.2
125.6747,0.6672,3,2,3822.8
125.8133,0.9543,4,2,4173.4
125.9413,0.8719,4,3,4555.2
126.08,0.5068,3,2,4272.6
126.208,0.7002,3,2,3470.0
126.3467,0.8117,4,2,4073.5
126.4853,0.4513,2,2,3750.6
126.6133,0.8605,4,2,3849.8
126.7413,0.7794,4,2,3944.3
126.88,0.5933,3,2,3836.2
127.008,0.6643,3,2,3740.3
127.1467,0.8207,4,2,4228.7
127.2747,0.7502,4,2,3882.2
127.4133,0.9232,4,2,3905.4
127.5413,0.8535,4,2,4309.9
127.68,0.3686,2,2,3678.1
127.808,0.8243,4,2,3946.9
127.9467,0.8225,4,2,4272.3
128.0747,0.5986,3,2,3546.0
128.2133,0.9868,4,2,4185.7
128.3413,0.8628,4,2,4265.6
128.48,0.5784,3,2,3822.2
128.608,0.6643,3,2,3744.0
128.7467,0.8225,4,2,4231.0
128.8747,0.6664,3,2,3758.5
129.0133,0.9305,4,2,3945.1
129.1413,0.8318,4,2,4356.4
129.28,0.4353,2,2,4007.6
129.408,0.8301,4,2,3917.8
129.5467,0.825,4,2,4171.2
129.6747,0.5967,3,2,3603.3
129.8133,0.9789,4,2,3935.5
129.9413,0.8306,4,2,4283.0
130.08,0.5791,3,2,3838.7
130.208,0.6617,3,2,3730.7
130.3467,0.8051,4,2,4225.9
130.4747,0.6519,3,2,3846.2
130.6133,0.9399,4,2,3973.0
130.7413,0.818,4,2,4257.8
130.88,0.3725,2,2,3600.9
131.008,0.821,4,2,3979.8
131.1467,0.3252,2,1,2862.9
131.3493,0.5777,3,2,3553.5
131.4453,0.3121,2,1,2463.7
131.552,0.3927,2,1,2477.9
131.6907,0.1456,1,0,2209.1
131.7653,0.2005,1,1,2754.2
131.8507,0.1979,1,0,1801.6
132.0533,0.1966,1,0,2016.1
132.1493,0.4345,2,1,2882.6
132.2453,0.292,2,1,2742.4
132.352,0.3879,2,1,2391.3
132.448,0.1927,1,1,2293.4
132.5547,0.2165,1,1,2895.7
